id;Title;URL;transcription;label;ocr
7,43309E+18;La protección individual es básica, por favor. Si podéis donad bolsas de basura, guantes y cinta aislante. Que se viene una oleada muy grave de infecciones y demás cosas que nadie de arriba está avisando #dana #valencia #comunitatvalenciana #voluntarios #dana2024 #proteccion ;https://www.tiktok.com/@mery_china_/video/7433086024823131424; Los voluntarios que van a ayudar a la dana de Valencia o gente que está allí y no se puede mover Muy importante, nos tenemos que proteger del barro Hay una cantidad de microorganismos que lo único que van a querer es llegar e infectarnos El asunto de oleada de la dana va a ser la cantidad de infecciones que se nos vienen ¿Cómo vamos a protegernos? Protegiendo manos y pies Porque ahí es el principal sitio donde nos vamos a hacer heridas Y tenemos que evitar que nos entren los microorganismos Como bolsas de plástico y guantes van a ser nuestros mejores amigos Junto con la cinta islander La bolsa de basura para los pies Por dentro del zapato, por fuera os podéis resbalar ¿Cómo lo vamos a hacer? Pues básicamente os vais a poner la bolsa de basura Vais a sacar todo el aire que tenga por dentro Yo os recomiendo que os pongáis las botas Acordaros que sean unas botas duras Que cuando vayáis a pisar algo no se os pueda clavar Diría que sean cómodas pero ponéis mucha cantidad de calcetines Dentro de la bolsa de plástico y por fuera de la bolsa de plástico Para que no salgan esas rozaduras Y vamos a poner tiritas impermeables dentro de las heridas Quitar esas tiritas cada vez que os vayáis a duchar Agua y jabón en esas heridas Con ya todo el aire sacado Nos vamos a envolver bien bien bien la pierna De tal forma que no quede ningún huequecito por donde pueda entrar el agua Y el segundo truco es con los guantes Exactamente lo mismo, nos lo vamos a poner alrededor Y vamos a evitar que entre agua dentro del guante Quedaría tal que así, un poco incómodo Pero sinceramente muchísimo mejor que acabar con un dedo amputado Y luego unos buenos guantes de jardinería por encima Que nos van a proteger absolutamente de todo Proteger es muy bien, es muy importante porque se viene una segunda ola muy heavy Por favor compartid este vídeo porque es una negligencia Que no estén dando avisos, alarmas Ni nos estén enseñando cómo protegernos ante esta situación;0;PRECIPITACION ACUMULADA DOMINGO1:00 eltiempo.es mm 300 250 200 150 125 0mm 100 80 60 m 50 40 Omm 30 omm 20 15 10 PRECIPITACIONACUMULADA LUNES8:00 24mm 12mm .0mm. 2mm om 4mm ESTO'NUNCA'LO'PEDIMOS-PEROHOY MARTES14:00 Celtiempo.es 32mm 20mm mn omn wwg 6mm SAAPARTR DELLUNES TIDENOUEMBRE MIERCOLES20:00 ww 46mm 1.6mm 2 34mm 68mm 18mm 8mm 16mm EL MEDITERRANEOAUNQUESULLEGADA'A VIERNES2:00 58mm 44mm 18mmL 56mm 26mmy 86mm 28mm 10mm 70mm 36mm 5 PARA LA'NOCHEDELMARTES-AFECTANDO SABADO9:00 62mm 42mm 40mm 55mm 26mm 48mm, 163mm 50mm 52mm ZONAS CERCANASYAGOLPEADASPORLADANA DOMINGO15:00 nm 60mm 48mm 25 40mml 167mm 00 08 165mm 54mm DEUASTADORADEL29DEOCTUBRECYQUE FORATA?SITUADAENELRIOMAGRO-FUE FUNDAMENTALEPARACONTENERELIDESASTREEN OGTUBREESTAPRESAESTABANENUNINIUEL Nivel de la presa de Forata Hm3 42 17.35.Alerta a los municipios riberenos de 35 los rios Magro y Jücar 28 16.00.Alerta por llenado de la 21 presa (65%) 14 7 0 0.00 11.30 13.00 14.30 16.00 17.30 BAJISIMO:CONTANSOLO524 10.00 112 CAPACIDADIMAXIMADE37HECTOMETROS 17.35.Alertaalos municipios nos los riosM yroyJ 10.0011.30413.00 DE LACATASTROFEYEUTARUN .6.00 CCUALESLASITUACION'ACTUALHOY? WWW.EMBALSES.NET Fecha hm3 Dif(hm3) Forata 10-11-202412:35 27.53 10-11-202411:55 +0.01 Actual: 28hm 10-11-202405:55 27.52 Porcentaje: 75.68% 09-11-202423:55 27.51 Capacidad: 37hm 09-11-202417:55 Fecha: 04-11-2024 09-11-202411:55 +0.02 09-11-202405:55 27.49 +Detalles ANTES DE QUE EMPIECE LA PROXIMA DANA, LA CAPACIDAD. EN NUMEROS HABLAMOS DE Capacidad:37,3hm3 37,17 36,51 35,44 32,13 24,29 5,28 5.58 27-53HECTOMETROSCUBICOS 9.55h. 15.55h. Dia 28 Dia 29 Dia30 PRESA TIENE UNACAPACIDADDE ABSORCION TORMENTALCY PORQUE ESTO ES TAN MPORTANTE? PORQUE AUNQUE NO SE PREUE QUE ANTERIOR, NOSE HAN EMITIDO ALERTAS PUBLICASADECUADASLASITUACIONEXIGE ESPECIALMENTEPARAPROTEGERAUNA DANOSMATERIALESGRAUES.NECESITAMOS Llombai,Spain Oct.28 Parts of southern and eastern Spain have experienced a month's worth of rainfall in just a single day. QUE TODOSESTEISINFORMADOS.SI LAS Bombers Valencia Handout/ Forta,via Reuters HACERLO.SI NOESTANGRAUE-MEJOR. The immense deluge submerged cars, destroyed SOO.M ronerties_and PEROESTADALERTALCOMPARTID ESTA AA iamageo pronerties.anc CONSCIENTEYPREPARADAIYTOMENOS JUNTOS 10000BMR Some people were trapped by the flooding and needed LAS PRECAUCIONESNECESARIASPARA QUE ESTE ATENCIO TRAVESSIA CATAC 4
7,4325E+18;En Utiel, Valencia, vecinos voluntarios se solidarizan con las personas afectadas por el temporal que devastó la Avenida de las Aldeas, mientras más de 500 efectivos militares se encargan de buscar a los desaparecidos. #DANA #España #Valencia #Utiel #Europa #CambioClimático #MedioAmbiente #teleSUR;https://www.tiktok.com/@telesurclips/video/7432495582532390149; La avenida de las aldeas de Otiel ha sido devastada por el desbordamiento del río Magro. Más de 250.000 personas siguen sin teléfono y unas 15.000 sin luz ni agua. Para ello miles de voluntarios se han solidarizado con las miles de personas afectadas por el temporal. Y la gente trae sobre todo bebida, agua y algo para comer. Y hay gente que también trae palas de herramientas para desenconfrar y sacar Aquí abajo hay un centro de coordinación para todos los voluntarios porque es muy importante. La gente se agradece a todos los que vienen aquí a participar. A la solidaridad de los vecinos se suman los más de 500 efectivos militares que tratan no sólo de retirar el fango sino también buscar a las decenas de desaparecidas.;0;RubenGisbertsobresu pilladamanchandose de barroantesdeldirecto ESTO HICE Y ESTO ESTOY HACIENDO.DIFUNDIR POR FAVOR 000700. 955ml morethanclips pillada manchandose de barro'antesdeldirecto ESTO HICE Y ESTO ESTOY HACIENDO,DIFUNDIR POR FAVOR 955m1 pilladamanchandosede pillada manchandosede 343p.m. -4no.2024 955m 3:43p.m. 4no.202 2022 3:43p.m.·4nov.2024 .4n0v.2024 955mil 955m11 955l 955i0 955m10 0:0071:00 O 0:01/1:00 202 955mi 343p.m.4nov.2024 955.ml Ruben Gisbertsobresu 955.m ESTO HICE Y ESTO ESTOY HACIENDO _IRPORFAVOR oillada manchandosede 0:0171:00
7,43463E+18;Xokas critica a Rubén Gisbert: ‘Hacer que un reportaje de tragedia parezca una película es lamentable #elxokas #rubengisbert #valencia;https://www.tiktok.com/@curiousfacts_c.f/video/7434627733700824353; Pero no sé si conocéis a Rubén Gisbert, le han pillado haciendo una cosa muy decepcionante, el caso es que estaba dando un reportaje, dando una charla, y antes de grabar con las cámaras deciden enfangarse en el barro. Esto es realmente ridículo. Esto es realmente lamentable. Ayer me arrodillé en el barro en medio de las conexiones que hacíamos. Sí. Cuando me meto dentro del barro hasta las rodillas, la conexión esa es grabada. Y yo no puedo aparecer en la segunda conexión sin barro en las rodillas y se supone que vengo de un barro. Para que no se note que no estamos en directo, hice eso. A ver, el problema es que está bien la excusa, pero no puedes hacerlo. Porque es hacer que parezca una película. Eso es algo muy crudo, en el que hay mucha gente involucrada que ha, por desgracia, fallecido. Y tratarlo como una película, entiendo la justificación, pero no es suficiente. Suficientemente.;0;
7,43185E+18;95 vict1mas de la Dana #valencia #inundaciones #dana #rtve #fallecidos #victimas #españa #catastrofe ;https://www.tiktok.com/@thejaiime/video/7431854440182730016; ¿Qué te parece? Realmente creo que es de los peores días de mi vida, pero estoy intentando escuchar las versiones. Todos nos ven aquí trabajando y salen en busca de dar información. Estamos delante de la escuela de adultos, estamos viendo que esto es lo mínimo que puedes ver. Todas las calles, toda la gente salen porque están intentando pedir cosas, vienen y me piden ayuda. Lo primero que parece que la zona es como si estuviera muerta y que parece que sí, nos hayan olvidado de nosotros porque aquí no viene nadie, no tenemos ni luz, no tenemos prácticamente agua, la cobertura, no tenemos nada, no tenemos internet para poder comunicarnos con nuestras familias. Estamos oyendo cuando tenemos cobertura que en otras zonas están medio ayudando, pero aquí es como si se hubiera abandonado de nosotros. No podemos hacer nada, ni cocinar, ni tener un trozo de pan, no tenemos nada ahora mismo. ¡Dios mío! Estamos hablando con otra persona que salvaste la vida de esta chica. Tenemos aquí su coche que venía de otra localidad, acabó arrastrada por el agua. No tengo palabras. Esto nadie lo esperaba, que estábamos y ahora mismo estamos que ya nos vamos dando comida a unos para otros, nos damos agua y tampoco que no podemos salir, que está todo cortado, la agua civil nos deja salir, no podemos entrar, no podemos comunicarnos con la gente, no sabemos qué hacer. Yo he recogido todas mis hijas porque mis hijas han perdido su casa, han perdido todo y aquí está. Aquí te gusta a la chica. Sí, salvaste la vida gracias a estas buenas personas. Claro, sí, o sea, les estoy acordando de mucha gente, pero les he sacado algo bueno de muchas otras. Estoy aquí desde que me cogieron en el coche, si no es por ellos, me ahogo aquí literalmente porque no había la corriente, era fuertísima. Cuando ya me di cuenta que esto iba más, intenté salir del coche pero el agua ya no daba para abrir y los coches venían, se impactaban contra el coche. Las comidas están dando, hay gente que ha perdido sus casas literalmente, hay niños que con la lágrima me están diciendo hola, yo les he dicho que les he traído unas botas de tacos, unas chaquetas brilli brilli para la niña, eso es lo que necesitan, que ven a la gente que les dé ánimo con cuidado, en la primera era las víctimas evidentemente, los rescates, pero hay muchos municipios que están incomunicados, que no tienen nada a esta persona, que no me llores más que acabaré llorando, amor. Han perdido todo, todo. Está en el centro del pueblo y lo he perdido todo. No tengo ni neveras ni nada. Nos traigan una pequeñita ayuda humanitaria de pan, mortadela o algo de... Vamos ese mensaje, comida, ropa, ayuda, palas, Sedavi necesita ayuda, Sedavi urgentemente necesita ayuda, por favor, es lo que me están reclamando todos los vecinos, yo solo estoy haciendo servicio público y abrir esa ventana...;0;"TikTok @elmundo.es Esto es horrible, amor! iEsto es muy malo! Esto es muy malo! Me estoy ahogando y no puedo ya mas! iMe estoy ahogando No sé que hacer y nopuedo llamar a Emergencias No sé que hacer y no puedo @danaenvalencia ETikTok ;Qué es la DANA el fenómeno meteorol6gico que caus6 las mortales inundacion el fenómeno meteorolégico inundaciones en Espana? d`TikTok El fenómeno se conoce localmente como DANA envalencia (depresión aislada en nivele (depresión aislada en niveles altos) J`TikTok y a diferencia d y a diferencia de las tormentas o borrascas comunes, puede formarse @anitahfernnadez14 independientement @anitanfernnadez14 independientemente de las corrientes en chorro polares o subtropicales. WEEA VAC Cuando el aire frio sopla sobre las cälidas aguas mediterräneas auroramoda hace que el aire mäs @auroraauroramoda caliente se eleve räpidamente y forme lauroramoda anDirecte @factoriahenneo densas nubes cargadas de agua que pueden perman enDirecte permanecer sobre la misma zona Directe durante muchas horas aumentando su potencial destructiv destructivo. @joselitoo1126 Un patr6n que se creegue es cada vez mäs frecuente debido cree que es cada vez al cambio climatico. dj TikTok @adn40mx HERSO H TikTOk HERSOI Hasta el momento se confirma la muerte de al menos 217 personas en Espana. HZH044 ATikTok Dadn40mx"
7,43398E+18;TheGrefg ESTALLA contra MANIPULACIÓN de LA SEXTA??#thegrefg #manipulacion #bulo #noticia #clips #parati #foryou #dana #fallecidos #parking @Grefg =) ;https://www.tiktok.com/@djwandoy/video/7433980647229639968; Que gracias a Dios, gracias a las autoridades, gracias a la gente que pudo salir a tiempo, lo más importante es que en el parking de Bonaire, a día de hoy, no hay ninguna víctima. Y es una alegría tremenda. Ahora voy con vosotros. Ahora voy con la Sexta, voy con este canal y voy con Tijuana. Que te has dirigido directamente a mí esta tarde y de una forma tan rotunda como lo has hecho. En cuestión de 24 horas, me habéis sacado tres veces en televisión en tres franjas diferentes. Y al parecer una cuarta vez ahora mismo, mientras estoy haciendo este directo. Con un clip que habéis utilizado mal, que está sacado de contexto y que lo habéis cortado. Que es un comentario leído del chat en el que yo mismo digo que puede estar exagerado, que puede ser mentira y que hay que esperar. Y me vas a decir que lo que yo he hecho es una vergüenza. ¿Sabes lo que es una vergüenza? Que de todas las veces que me habéis sacado en televisión, No hayáis mencionado que ese clip es de un benéfico, recaudando un total de casi 150.000 dólares. Y asumiendo la responsabilidad de gestionar ese dinero y de que llegue directamente a la gente. Espero que saquéis este clip. ¿Por qué demonizáis un clip de esa forma sin sentido? Pero por cosas como esta, cada vez más gente hoy en día desconfía de vosotros.;0;
7,43873E+18;ESCUCHA ESTO #danavalencia #valencia #dana ;https://www.tiktok.com/@politiquisfera/video/7438733160436813088; posiblemente me lo censuren, pero es muy sencillo. A Yolanda Díaz se le escapó decir la pandemia que empezó el pasado martes en Valencia y a Marlaska le preguntaron por qué no ascendía el número de muertos si estábamos encontrando cadáveres, los voluntarios, como así es, y dijo que es que no sabía si los desaparecidos eran por el Dana, eran fallecidos por el Dana y desaparecidos por el Dana. Entonces no asciende la cifra de muertos, seguimos encontrando cadáveres que pretenden no dar ayuda para que se genere infección, una pandemia y digan que esos fallecidos son por pandemia y no por el Dana. No nos vamos a olvidar, las matemáticas no mienten, si hay 1800-1900 desaparecidos y sólo hay 250 muertos por Dana, hay 2300 fallecidos por el Dana, aproximadamente 2200, porque estos desaparecidos están fallecidos y ya estaban fallecidos por Dana, no por la próxima pandemia, por las infecciones que están dejando ustedes en la calle, por no dejar ayudar o por tener al servicio medio gas. ¿Saben que si dicen la realidad de las cifras de muerte, el pueblo va contra ellos y tienen que pagar? Porque han encontrado a dos chicos, una niña, una chica de 24 años que estuvo gritando auxilio dos días en el garaje, lo ha dicho televisión española, no yo. Entonces yo este vídeo sólo lo hago para que no nos olvidemos que las víctimas del Dana son superiores a 2000, son superiores a 2000 y no nos lo quieren decir. Y los desaparecidos no han fallecido dentro de seis meses por una infección, no, han fallecido por el Dana y por su mala gestión y no nos lo quieren decir.;1;
7,43458E+18;Siguen la ocultaciones de verdad, manipulaciones de videos, etc etc.. y si, soy de Valencia. #dana #mentiras #manipulacion #valencia #afectados #videos #tv ;https://www.tiktok.com/@vanelatribu/video/7434583004934049057; hoy en jueves 7 y nos siguen mintiendo o ocultando la verdad hace dos días por la noche sale mi vídeo en dos cadenas públicas que éramos unas manipuladoras y creamos bulos con los que habían fallecido es simplemente mi vídeo yo y creo que las demás decimos que que están mintiendo que están mintiendo claramente que estamos aquí que lo estamos viendo con los ojos estamos en valencia estamos en las poblaciones me muevo entre dos poblaciones donde realmente han habido muchísimas personas fallecidas y desaparecidas tengo amigos somos de aquí de la tierra tocamos estamos aquí vale no es que estemos en la otra punta y oigamos lo que dicen nos que lo estamos viendo entonces simplemente era que desde mi punto de vista desde mi rabia mi frustración mi opinión yo no quiero que haya ojalá no hubiera ningún fallecido y todos fueran daños materiales que ya es bastante ojalá pero no los hay los hay y hay muchísimos muchísimos muchísimos más de los que nos están diciendo que ocurre que yo decía simplemente que estaban mintiendo que llevaban varios días sin decir la realidad y que de hecho estaban bajando las cifras ahora cuando llegado hace un rato en apunte he podido ver que marcaban 199 menos aún cuando sé de primera mano que hay más hay más por desgracia por desgracia de esos familiares tengo algunos que conozco no personalmente pero que conozco entonces en la realidad están manipulando no sólo manipulan los datos sino que manipulan la información que ponemos cogen un vídeo de mí que no tengo ni seguidores ni tengo a nadie ni tengo nada cogen un trocito lo ponen en un vídeo súper bonito y al es somos creadores de bulos y nosotros somos porque no sale nadie a decir lo que pasa yo no hablo de mi de parque de bon aire ni del túnel de alfafar no hablo de nada simplemente que hay hay personas desaparecidas hay personas fallecidas y que porque nos están diciendo la realidad porque no tenemos que saber lo que está pasando de primera mano porque ocultan cosas es que es eso;1;
7,43731E+18;#dana #danavalencia #malaga #ikerjimenez #horizonte #danamalaga #psoe #vox #pedrosanche #realmadrid ;https://www.tiktok.com/@mariajoselegionaria/video/7437314269512863008; El sueño de la razón engendra monstruos y aquí hemos estado dormidos demasiado tiempo con ese cloroformo que decía Mar Vidal Dejemos de soñar con monstruos, apliquemos la razón que cuando nos unimos los españoles somos más fuertes que cien mil Sánchez ¡Viva España y viva el pueblo español!;1;DIME NEWS ESPANADEVASTADA PORDANA EW ESPANA.DEVASTADA POR DANA D IEW DEJADO EWS MOMENTO 155 JEWS SIN 155, EN ESO, INCREIBLE DIMENSIONAR IEWS COSTAR CCUANTO ORDEN? CARROS EL LO ABAJO DIMe DISCULPE,SU ESCENAS DEVASTADORAS TENDIDOS POSTES JEW COMPLETITAS. POR MONSTRUOSAS
7,43534E+18;#Valencia Equipos de voluntarios increpan la presencia de organizaciones con ánimo de lucro, la cruz roja #DANA;https://www.tiktok.com/@mv.metaverso.oficial/video/7435335352434396448; ¡La mafia roja! ¡La mafia roja! ¡Que bien paseáis! ¡Que bien paseáis! ¡Que tenéis con el dinero de los españoles! ¡Mafia! ¡Que sois una mafia! ¡Poyamoros!;1;
7,43725E+18;Jordi Évole en los Premios Ondas: “Que no nos vuelvan a engañar: Mazón dimisión”. #politica #dana #valencia ;https://www.tiktok.com/@8tvcat/video/7437247798766030110; Entonces, nada, quería acabar con un mensaje conciliador, que no nos vuelvan a engañar. Mazón dimisión. Muchas gracias.;0;FeIDOO DEBE DEMETIR YA TRAGICADANAtrofe.con ia copital esellugurd destrososChivo En esta iocalidad d Mazóndinamitalaestrategia jueves 31.10 laSexta Noticias 20:39 TRAGICADANAsopitol es ellugar donde la dana ha dej Chivo Enestalocalidaddelinterior de laSexto FEIDOO DEBE DEMETIR TRAGICADANAgor dondela dana ha dejodomdavict Enestalocol dod delinterior de Valencia han TRAGICADANA Enestol V jueves31.10 FeIDOO DeBe DEMETIR Chiva Enestalocalidoddelinte Mazon evidenciaa Feijoo El president valenciano agradecela colaboracion y atencion del Gobierno destrozo En esta localidod del interior deVo ledsapjun&esoudsop Mazón evidenciaa Feijoo El president valenciano agradece la colaboración y atencion del Gobierno TRAGICADANAmdsdestrozo Enestaloc dod del interior de Valencia han Jesaesp Mazon evidencia a Feijoo FeIdOO DeBe DEMETIR TRAGICADANADsChiva En estalocali ad delinteriordeValenciahaniocalizadodiezfal Mazón evidencia a Feijóo TRAGICADANA n Mazón evidencia a Feijoo El president valenciano agradece la colaboracion y atencion del Gobierno Masvicti TRAGICADANATdeVal ertos Hayotros otrostrespere Mazonevidencia a Feijoo TRAGICADANAdiezfall otrastre TRAGICADANA1S,P cidos.Unvictimae 20:40 enLeturCAlbo Masvictimas Hoyotrostres cete).unamos Masvictima unamdsenMira(Cuen Mosvictime Hay otras trespers onasfallecidas.Una enMira(Cu TRAGICADANAtOS lay.otrostrespers osenMira(Cu Mazonevidenciaa Feijoo TRAGICA DANA tiMGS ayotras trespe as fallecidas.Una victin a.enLeturAlbacete).u en MiraCu ncoyotra ndela Torre(Malog FeIgOO DeBe DEMETIR rostresp po)Ejercitom El president valenciano agradece la colaboración y atención del Gobierno das.Unavict enLetur(Albacete),unamasenMira(Cuenca)yo a en Alhaurin dela TorreMalaga)Ejercito movilizado masen Mira(Cuen coyetraeaA Ademdsdelal El president valenciano agradecela colaboracion y atención del Gobierno enLetur(Albocete) enMira(Cuenca)yotraenAthaurindelaTorre noadelaUME,militores El president valenciano agradece la colaboracion y atención del Gobierno TRAGICA DANA ca)YotraenAlhaurin dela TorreMalagaEjercitomavilizad aresdelEjercito.d Mazön evidencia a Feijoo - ndelaTerreMalogo)Ejercitamovilizad elEjercitodeTierra,del Mazon evidenciaa Feijóo TRAGICADANA Cuencayotraen A ndelaTorre(Mola ga)Ejercitomovilizado SelaUME rrc.dalAireylaArmo Mazon evidencia a Feijóo raen Alhaurin de la TorreMd goEjercito movilizado TRAGICA DANA 1dela TorreM Adems de laUMEmi msdea UMEmiitrdeErcito deTi
